ITEM,SID,EID
SVG,523684,3
CKING,523686,1
SVG,523686,2
HMEQLC,523686,3
HMEQLC,523686,4
CKING,523689,1
MMDA,523689,2
MMDA,523689,3
CKING,523690,1
SVG,523690,2
ATM,523690,3
AUTO,523690,4
AUTO,523690,5
MMDA,523738,1
MMDA,523738,2
ATM,523767,1
ATM,523767,2
ATM,523790,1
ATM,523790,2
CKING,523880,1
SVG,523880,2
CCRD,523880,3
CCRD,523880,4
CKING,523996,1
ATM,523996,2
ATM,523996,3
CKING,524136,1
ATM,524136,2
ATM,524136,3
CKING,524151,1
SVG,524151,2
CKCRD,524151,3
CKCRD,524151,4
CKING,524202,1
SVG,524202,2
ATM,524202,3
ATM,524202,4
CKING,524236,1
MMDA,524236,2
SVG,524236,3
ATM,524236,4
ATM,524236,5
CKING,524237,1
SVG,524237,2
IRA,524237,3
IRA,524237,4
CKING,524348,1
HMEQLC,524348,2
HMEQLC,524348,3
CKING,524356,1
SVG,524356,2
SVG,524356,3
CKING,524369,1
CD,524369,2
CD,524369,3
CKING,524448,1
SVG,524448,2
SVG,524448,3
CKING,524461,1
ATM,524461,2
MTG,524461,3
AUTO,524461,4
AUTO,524461,5
SVG,524472,1
CD,524472,2
CD,524472,3
CKING,524540,1
SVG,524540,2
CD,524540,3
ATM,524540,4
HMEQLC,524540,5
HMEQLC,524540,6
CKING,524613,1
CKING,524613,2
CKING,524633,1
SVG,524633,2
ATM,524633,3
ATM,524633,4
CD,524759,1
CD,524759,2
CKING,524777,1
CKCRD,524777,2
CKCRD,524777,3
CKING,525025,1
SVG,525025,2
CD,525025,3
ATM,525025,4
TRUST,525025,5
AUTO,525025,6
AUTO,525025,7
CKING,525030,1
CKING,525030,2
CKING,525052,1
SVG,525052,2
ATM,525052,3
ATM,525052,4
CKING,525058,1
SVG,525058,2
CCRD,525058,3
PLOAN,525058,4
PLOAN,525058,5
CKING,525176,1
IRA,525176,2
ATM,525176,3
CCRD,525176,4
HMEQLC,525176,5
HMEQLC,525176,6
CKING,525219,1
MMDA,525219,2
SVG,525219,3
CKCRD,525219,4
CKCRD,525219,5
CKING,525373,1
MMDA,525373,2
ATM,525373,3
ATM,525373,4
CKING,525396,1
CKING,525396,2
CKING,525430,1
SVG,525430,2
ATM,525430,3
ATM,525430,4
CKING,525521,1
SVG,525521,2
HMEQLC,525521,3
CKCRD,525521,4
CKCRD,525521,5
CKING,525686,1
CD,525686,2
IRA,525686,3
ATM,525686,4
CCRD,525686,5
PLOAN,525686,6
PLOAN,525686,7
CKING,525715,1
MMDA,525715,2
SVG,525715,3
IRA,525715,4
ATM,525715,5
TRUST,525715,6
TRUST,525715,7
CKING,525742,1
SVG,525742,2
SVG,525742,3
CKING,525749,1
SVG,525749,2
CD,525749,3
ATM,525749,4
ATM,525749,5
CKING,525781,1
HMEQLC,525781,2
HMEQLC,525781,3
MMDA,525791,1
SVG,525791,2
SVG,525791,3
IRA,525839,1
IRA,525839,2
CKING,525881,1
SVG,525881,2
ATM,525881,3
HMEQLC,525881,4
MTG,525881,5
AUTO,525881,6
AUTO,525881,7
CKING,525917,1
CD,525917,2
IRA,525917,3
ATM,525917,4
ATM,525917,5
CKING,525967,1
MMDA,525967,2
MMDA,525967,3
CKING,526010,1
HMEQLC,526010,2
HMEQLC,526010,3
SVG,526122,1
SVG,526122,2
CKING,526134,1
ATM,526134,2
HMEQLC,526134,3
HMEQLC,526134,4
CKING,526153,1
SVG,526153,2
IRA,526153,3
ATM,526153,4
HMEQLC,526153,5
AUTO,526153,6
AUTO,526153,7
CKING,526231,1
SVG,526231,2
ATM,526231,3
MTG,526231,4
MTG,526231,5
CKING,526232,1
ATM,526232,2
ATM,526232,3
CKING,526352,1
SVG,526352,2
IRA,526352,3
CKCRD,526352,4
CKCRD,526352,5
SVG,526382,1
SVG,526382,2
CKING,526477,1
CD,526477,2
ATM,526477,3
CCRD,526477,4
HMEQLC,526477,5
TRUST,526477,6
TRUST,526477,7
CKING,526540,1
SVG,526540,2
ATM,526540,3
ATM,526540,4
CKING,526551,1
MMDA,526551,2
MMDA,526551,3
CKING,526572,1
SVG,526572,2
ATM,526572,3
ATM,526572,4
CKING,526606,1
SVG,526606,2
ATM,526606,3
ATM,526606,4
CKING,526714,1
SVG,526714,2
ATM,526714,3
CCRD,526714,4
CCRD,526714,5
CKING,526727,1
MMDA,526727,2
IRA,526727,3
ATM,526727,4
ATM,526727,5
CKING,526843,1
CKING,526843,2
CKING,526877,1
SVG,526877,2
HMEQLC,526877,3
HMEQLC,526877,4
CKING,526903,1
HMEQLC,526903,2
AUTO,526903,3
AUTO,526903,4
CKING,527015,1
SVG,527015,2
IRA,527015,3
ATM,527015,4
ATM,527015,5
CKING,527043,1
SVG,527043,2
ATM,527043,3
HMEQLC,527043,4
MTG,527043,5
MTG,527043,6
CKING,527049,1
SVG,527049,2
HMEQLC,527049,3
HMEQLC,527049,4
CKING,527074,1
SVG,527074,2
ATM,527074,3
ATM,527074,4
CKING,527084,1
CKING,527084,2
CKING,527357,1
SVG,527357,2
CKCRD,527357,3
CKCRD,527357,4
CKING,527373,1
CKING,527373,2
CKING,527676,1
SVG,527676,2
SVG,527676,3
CKING,527689,1
CKING,527689,2
CKING,527704,1
MMDA,527704,2
SVG,527704,3
SVG,527704,4
CKING,527843,1
SVG,527843,2
ATM,527843,3
ATM,527843,4
CKING,527856,1
SVG,527856,2
HMEQLC,527856,3
HMEQLC,527856,4
CKING,527956,1
SVG,527956,2
ATM,527956,3
MTG,527956,4
MTG,527956,5
CKING,527959,1
SVG,527959,2
SVG,527959,3
SVG,528030,1
CD,528030,2
CD,528030,3
CKING,528060,1
SVG,528060,2
HMEQLC,528060,3
CKCRD,528060,4
CKCRD,528060,5
CKING,528149,1
SVG,528149,2
HMEQLC,528149,3
HMEQLC,528149,4
CKING,528211,1
SVG,528211,2
SVG,528211,3
CKING,528485,1
SVG,528485,2
CD,528485,3
CCRD,528485,4
PLOAN,528485,5
CKCRD,528485,6
CKCRD,528485,7
CKING,528593,1
HMEQLC,528593,2
HMEQLC,528593,3
CKING,528603,1
CKING,528603,2
CKING,528618,1
SVG,528618,2
HMEQLC,528618,3
AUTO,528618,4
CKCRD,528618,5
CKCRD,528618,6
CKING,528637,1
SVG,528637,2
IRA,528637,3
HMEQLC,528637,4
HMEQLC,528637,5
CKING,528642,1
SVG,528642,2
CKCRD,528642,3
CKCRD,528642,4
CKING,528645,1
SVG,528645,2
CD,528645,3
IRA,528645,4
ATM,528645,5
ATM,528645,6
CKING,528678,1
ATM,528678,2
ATM,528678,3
CKING,528772,1
SVG,528772,2
CCRD,528772,3
CCRD,528772,4
CKING,528774,1
SVG,528774,2
CD,528774,3
CKCRD,528774,4
CKCRD,528774,5
CKING,528817,1
ATM,528817,2
ATM,528817,3
CKING,528842,1
CKING,528842,2
CKING,528884,1
CD,528884,2
CD,528884,3
CKING,528941,1
SVG,528941,2
SVG,528941,3
CKING,529137,1
SVG,529137,2
MTG,529137,3
MTG,529137,4
CKING,529184,1
SVG,529184,2
CD,529184,3
CCRD,529184,4
CCRD,529184,5
CKING,529231,1
SVG,529231,2
CCRD,529231,3
AUTO,529231,4
CKCRD,529231,5
CKCRD,529231,6
SVG,529368,1
SVG,529368,2
CKING,529376,1
SVG,529376,2
CD,529376,3
CCRD,529376,4
CKCRD,529376,5
CKCRD,529376,6
CKING,529456,1
SVG,529456,2
ATM,529456,3
HMEQLC,529456,4
HMEQLC,529456,5
CKING,529546,1
CD,529546,2
CCRD,529546,3
AUTO,529546,4
AUTO,529546,5
CKING,529598,1
SVG,529598,2
ATM,529598,3
MTG,529598,4
MTG,529598,5
CKING,529621,1
SVG,529621,2
SVG,529621,3
CKING,529651,1
SVG,529651,2
ATM,529651,3
ATM,529651,4
CKING,529683,1
MMDA,529683,2
SVG,529683,3
CD,529683,4
CD,529683,5
CKING,529688,1
MMDA,529688,2
SVG,529688,3
CCRD,529688,4
CCRD,529688,5
CKING,529710,1
SVG,529710,2
ATM,529710,3
HMEQLC,529710,4
HMEQLC,529710,5
CKING,529744,1
SVG,529744,2
SVG,529744,3
CKING,529829,1
SVG,529829,2
SVG,529829,3
CKING,529917,1
MMDA,529917,2
MMDA,529917,3
CKING,530017,1
SVG,530017,2
ATM,530017,3
CCRD,530017,4
CCRD,530017,5
CKING,530044,1
SVG,530044,2
IRA,530044,3
IRA,530044,4
CKING,530057,1
SVG,530057,2
CD,530057,3
CCRD,530057,4
MTG,530057,5
CKCRD,530057,6
CKCRD,530057,7
CKING,530072,1
SVG,530072,2
CD,530072,3
IRA,530072,4
ATM,530072,5
CCRD,530072,6
CCRD,530072,7
CKING,530365,1
SVG,530365,2
ATM,530365,3
ATM,530365,4
CKING,530380,1
SVG,530380,2
ATM,530380,3
ATM,530380,4
CKING,530391,1
SVG,530391,2
CCRD,530391,3
CKCRD,530391,4
CKCRD,530391,5
CKING,530417,1
CKING,530417,2
CKING,530458,1
SVG,530458,2
SVG,530458,3
CKING,530550,1
MMDA,530550,2
SVG,530550,3
SVG,530550,4
CKING,530612,1
AUTO,530612,2
AUTO,530612,3
CKING,530640,1
SVG,530640,2
SVG,530640,3
ATM,530711,1
ATM,530711,2
CKING,530722,1
MMDA,530722,2
CCRD,530722,3
CCRD,530722,4
CKING,530793,1
MMDA,530793,2
MMDA,530793,3
CKING,530839,1
SVG,530839,2
SVG,530839,3
MMDA,530887,1
MMDA,530887,2
CKING,530960,1
SVG,530960,2
SVG,530960,3
CKING,530963,1
SVG,530963,2
ATM,530963,3
HMEQLC,530963,4
PLOAN,530963,5
PLOAN,530963,6
SVG,530969,1
CD,530969,2
CD,530969,3
CKING,531016,1
HMEQLC,531016,2
MTG,531016,3
CKCRD,531016,4
CKCRD,531016,5
CKING,531194,1
SVG,531194,2
ATM,531194,3
HMEQLC,531194,4
HMEQLC,531194,5
CKING,531198,1
SVG,531198,2
ATM,531198,3
ATM,531198,4
CKING,531259,1
SVG,531259,2
CD,531259,3
ATM,531259,4
MTG,531259,5
AUTO,531259,6
AUTO,531259,7
CKING,531299,1
MMDA,531299,2
ATM,531299,3
HMEQLC,531299,4
HMEQLC,531299,5
CKING,531474,1
SVG,531474,2
CD,531474,3
IRA,531474,4
CCRD,531474,5
AUTO,531474,6
CKCRD,531474,7
CKCRD,531474,8
CKING,531477,1
MMDA,531477,2
SVG,531477,3
CD,531477,4
ATM,531477,5
HMEQLC,531477,6
HMEQLC,531477,7
CKING,531494,1
SVG,531494,2
CKCRD,531494,3
CKCRD,531494,4
CKING,531599,1
ATM,531599,2
ATM,531599,3
CKING,531612,1
SVG,531612,2
CD,531612,3
ATM,531612,4
ATM,531612,5
CKING,531632,1
CKING,531632,2
CKING,531727,1
MMDA,531727,2
CD,531727,3
CD,531727,4
CKING,531746,1
SVG,531746,2
CD,531746,3
CCRD,531746,4
CKCRD,531746,5
CKCRD,531746,6
CKING,531759,1
SVG,531759,2
CCRD,531759,3
CCRD,531759,4
CKING,531876,1
SVG,531876,2
CKCRD,531876,3
CKCRD,531876,4
CKING,531943,1
SVG,531943,2
ATM,531943,3
HMEQLC,531943,4
HMEQLC,531943,5
CKING,531954,1
ATM,531954,2
HMEQLC,531954,3
MTG,531954,4
MTG,531954,5
ATM,532025,1
ATM,532025,2
CKING,532088,1
SVG,532088,2
IRA,532088,3
HMEQLC,532088,4
CKCRD,532088,5
CKCRD,532088,6
CKING,532097,1
MMDA,532097,2
SVG,532097,3
ATM,532097,4
ATM,532097,5
CKING,532101,1
MMDA,532101,2
SVG,532101,3
CD,532101,4
CD,532101,5
CD,532168,1
CD,532168,2
CKING,532310,1
SVG,532310,2
ATM,532310,3
ATM,532310,4
CKING,532393,1
SVG,532393,2
ATM,532393,3
ATM,532393,4
CKING,532540,1
CKING,532540,2
CKING,532594,1
CKING,532594,2
CKING,532700,1
CD,532700,2
IRA,532700,3
IRA,532700,4
CKING,532754,1
SVG,532754,2
CD,532754,3
IRA,532754,4
IRA,532754,5
CKING,532821,1
SVG,532821,2
HMEQLC,532821,3
MTG,532821,4
MTG,532821,5
CKING,532841,1
CD,532841,2
AUTO,532841,3
AUTO,532841,4
CKING,532865,1
CKING,532865,2
CKING,532871,1
SVG,532871,2
CD,532871,3
CCRD,532871,4
CCRD,532871,5
CKING,532960,1
SVG,532960,2
CD,532960,3
HMEQLC,532960,4
HMEQLC,532960,5
CKING,532972,1
SVG,532972,2
CD,532972,3
CD,532972,4
CKING,533096,1
CD,533096,2
CD,533096,3
SVG,533131,1
SVG,533131,2
CKING,533331,1
SVG,533331,2
HMEQLC,533331,3
CKCRD,533331,4
CKCRD,533331,5
CKING,533376,1
SVG,533376,2
ATM,533376,3
ATM,533376,4
CKING,533420,1
SVG,533420,2
SVG,533420,3
CKING,533453,1
CKING,533453,2
CKING,533707,1
MMDA,533707,2
SVG,533707,3
CD,533707,4
CD,533707,5
CKING,533801,1
CKING,533801,2
CKING,533896,1
CCRD,533896,2
HMEQLC,533896,3
MTG,533896,4
CKCRD,533896,5
CKCRD,533896,6
CKING,533941,1
SVG,533941,2
CD,533941,3
ATM,533941,4
CCRD,533941,5
MTG,533941,6
MTG,533941,7
CKING,533948,1
MMDA,533948,2
SVG,533948,3
IRA,533948,4
ATM,533948,5
HMEQLC,533948,6
HMEQLC,533948,7
CKING,534002,1
SVG,534002,2
ATM,534002,3
ATM,534002,4
CKING,534191,1
SVG,534191,2
CD,534191,3
ATM,534191,4
ATM,534191,5
CKING,534323,1
SVG,534323,2
ATM,534323,3
ATM,534323,4
CKING,534356,1
SVG,534356,2
ATM,534356,3
ATM,534356,4
SVG,534392,1
SVG,534392,2
CKING,534421,1
SVG,534421,2
ATM,534421,3
HMEQLC,534421,4
HMEQLC,534421,5
CKING,534423,1
SVG,534423,2
IRA,534423,3
IRA,534423,4
CKING,534480,1
MMDA,534480,2
CD,534480,3
CD,534480,4
CKING,534503,1
SVG,534503,2
ATM,534503,3
ATM,534503,4
CKING,534547,1
SVG,534547,2
ATM,534547,3
ATM,534547,4
SVG,534605,1
CD,534605,2
CD,534605,3
ATM,534690,1
ATM,534690,2
CKING,534706,1
SVG,534706,2
ATM,534706,3
HMEQLC,534706,4
HMEQLC,534706,5
CKING,534746,1
SVG,534746,2
CD,534746,3
IRA,534746,4
CCRD,534746,5
HMEQLC,534746,6
MTG,534746,7
AUTO,534746,8
CKCRD,534746,9
CKCRD,534746,10
CKING,534747,1
SVG,534747,2
ATM,534747,3
ATM,534747,4
CKING,534776,1
ATM,534776,2
ATM,534776,3
CKING,534797,1
MMDA,534797,2
ATM,534797,3
ATM,534797,4
CKING,534959,1
ATM,534959,2
HMEQLC,534959,3
HMEQLC,534959,4
CKING,534989,1
SVG,534989,2
SVG,534989,3
CKING,535015,1
SVG,535015,2
CCRD,535015,3
CCRD,535015,4
CKING,535036,1
SVG,535036,2
SVG,535036,3
CKING,535080,1
SVG,535080,2
CD,535080,3
CKCRD,535080,4
CKCRD,535080,5
CKING,535113,1
MMDA,535113,2
ATM,535113,3
CCRD,535113,4
HMEQLC,535113,5
PLOAN,535113,6
AUTO,535113,7
AUTO,535113,8
CKING,535121,1
SVG,535121,2
AUTO,535121,3
AUTO,535121,4
CKING,535131,1
MMDA,535131,2
CCRD,535131,3
TRUST,535131,4
TRUST,535131,5
CKING,535280,1
ATM,535280,2
CCRD,535280,3
CCRD,535280,4
CKING,535304,1
SVG,535304,2
ATM,535304,3
HMEQLC,535304,4
HMEQLC,535304,5
CKING,535330,1
ATM,535330,2
AUTO,535330,3
AUTO,535330,4
CKING,535435,1
SVG,535435,2
SVG,535435,3
SVG,535446,1
SVG,535446,2
CKING,535493,1
SVG,535493,2
HMEQLC,535493,3
HMEQLC,535493,4
CKING,535573,1
SVG,535573,2
ATM,535573,3
ATM,535573,4
CKING,535575,1
SVG,535575,2
ATM,535575,3
ATM,535575,4
CKING,535614,1
SVG,535614,2
ATM,535614,3
HMEQLC,535614,4
HMEQLC,535614,5
CKING,535715,1
CD,535715,2
CD,535715,3
CKING,535742,1
MMDA,535742,2
SVG,535742,3
CD,535742,4
ATM,535742,5
AUTO,535742,6
AUTO,535742,7
CKING,535812,1
SVG,535812,2
CKCRD,535812,3
CKCRD,535812,4
CKING,535834,1
SVG,535834,2
ATM,535834,3
ATM,535834,4
CKING,535894,1
SVG,535894,2
ATM,535894,3
ATM,535894,4
CKING,535897,1
MMDA,535897,2
ATM,535897,3
TRUST,535897,4
TRUST,535897,5
CKING,535927,1
SVG,535927,2
ATM,535927,3
CCRD,535927,4
HMEQLC,535927,5
HMEQLC,535927,6
CKING,536074,1
ATM,536074,2
ATM,536074,3
CKING,536095,1
CD,536095,2
ATM,536095,3
ATM,536095,4
CKING,536433,1
SVG,536433,2
ATM,536433,3
ATM,536433,4
CKING,536597,1
SVG,536597,2
ATM,536597,3
CCRD,536597,4
CCRD,536597,5
CKING,536599,1
MMDA,536599,2
SVG,536599,3
IRA,536599,4
CCRD,536599,5
HMEQLC,536599,6
CKCRD,536599,7
CKCRD,536599,8
CKING,536707,1
SVG,536707,2
CD,536707,3
CKCRD,536707,4
CKCRD,536707,5
CKING,536756,1
SVG,536756,2
SVG,536756,3
CKING,536796,1
MMDA,536796,2
SVG,536796,3
CD,536796,4
IRA,536796,5
IRA,536796,6
CKING,536843,1
AUTO,536843,2
CKCRD,536843,3
CKCRD,536843,4
SVG,536938,1
SVG,536938,2
CKING,537106,1
MMDA,537106,2
MMDA,537106,3
AUTO,537123,1
AUTO,537123,2
CKING,537185,1
SVG,537185,2
ATM,537185,3
ATM,537185,4
CKING,537194,1
CD,537194,2
CD,537194,3
CKING,537349,1
SVG,537349,2
ATM,537349,3
ATM,537349,4
CKING,537359,1
SVG,537359,2
SVG,537359,3
CKING,537443,1
SVG,537443,2
SVG,537443,3
CKING,537522,1
SVG,537522,2
CD,537522,3
ATM,537522,4
ATM,537522,5
CKING,537674,1
ATM,537674,2
ATM,537674,3
CKING,537677,1
SVG,537677,2
CD,537677,3
CD,537677,4
CKING,537698,1
SVG,537698,2
SVG,537698,3
CKING,537827,1
MMDA,537827,2
SVG,537827,3
CD,537827,4
IRA,537827,5
IRA,537827,6
CKING,537857,1
SVG,537857,2
CCRD,537857,3
CKCRD,537857,4
CKCRD,537857,5
CKING,538020,1
SVG,538020,2
CD,538020,3
CD,538020,4
CKING,538110,1
SVG,538110,2
ATM,538110,3
ATM,538110,4
CKING,538249,1
MMDA,538249,2
ATM,538249,3
MTG,538249,4
MTG,538249,5
CKING,538282,1
SVG,538282,2
SVG,538282,3
CKING,538322,1
MMDA,538322,2
SVG,538322,3
SVG,538322,4
CKING,538349,1
SVG,538349,2
SVG,538349,3
CKING,538393,1
MMDA,538393,2
TRUST,538393,3
TRUST,538393,4
CKING,538419,1
SVG,538419,2
ATM,538419,3
ATM,538419,4
CKING,538459,1
SVG,538459,2
ATM,538459,3
ATM,538459,4
IRA,538471,1
IRA,538471,2
SVG,538584,1
SVG,538584,2
CKING,538609,1
SVG,538609,2
ATM,538609,3
HMEQLC,538609,4
MTG,538609,5
MTG,538609,6
CKING,538649,1
SVG,538649,2
SVG,538649,3
CKING,538696,1
CD,538696,2
CD,538696,3
CD,538758,1
CD,538758,2
CKING,538764,1
SVG,538764,2
ATM,538764,3
ATM,538764,4
CKING,538801,1
SVG,538801,2
ATM,538801,3
ATM,538801,4
CKING,538845,1
CKCRD,538845,2
CKCRD,538845,3
CKING,538975,1
SVG,538975,2
ATM,538975,3
ATM,538975,4
CKING,539077,1
MMDA,539077,2
SVG,539077,3
CD,539077,4
ATM,539077,5
ATM,539077,6
CKING,539206,1
SVG,539206,2
CD,539206,3
ATM,539206,4
ATM,539206,5
CKING,539235,1
SVG,539235,2
ATM,539235,3
AUTO,539235,4
AUTO,539235,5
CKING,539248,1
ATM,539248,2
MTG,539248,3
MTG,539248,4
CKING,539276,1
MMDA,539276,2
ATM,539276,3
CCRD,539276,4
HMEQLC,539276,5
HMEQLC,539276,6
CKING,539334,1
MMDA,539334,2
ATM,539334,3
TRUST,539334,4
TRUST,539334,5
CKING,539447,1
CD,539447,2
ATM,539447,3
TRUST,539447,4
TRUST,539447,5
CKING,539454,1
MMDA,539454,2
IRA,539454,3
CCRD,539454,4
CKCRD,539454,5
CKCRD,539454,6
CKING,539528,1
IRA,539528,2
IRA,539528,3
SVG,539589,1
SVG,539589,2
CKING,539598,1
SVG,539598,2
ATM,539598,3
AUTO,539598,4
AUTO,539598,5
CKING,539719,1
MMDA,539719,2
MMDA,539719,3
CKING,539736,1
SVG,539736,2
SVG,539736,3
CKING,539740,1
SVG,539740,2
ATM,539740,3
ATM,539740,4
SVG,539752,1
SVG,539752,2
CKING,539943,1
CCRD,539943,2
HMEQLC,539943,3
MTG,539943,4
MTG,539943,5
SVG,539956,1
SVG,539956,2
CKING,540029,1
SVG,540029,2
SVG,540029,3
CKING,540058,1
PLOAN,540058,2
CKCRD,540058,3
CKCRD,540058,4
CKING,540087,1
MMDA,540087,2
SVG,540087,3
SVG,540087,4
CKING,540158,1
SVG,540158,2
ATM,540158,3
ATM,540158,4
CKING,540194,1
SVG,540194,2
CD,540194,3
CD,540194,4
CKING,540249,1
SVG,540249,2
IRA,540249,3
ATM,540249,4
ATM,540249,5
CKING,540251,1
SVG,540251,2
ATM,540251,3
ATM,540251,4
CKING,540267,1
SVG,540267,2
ATM,540267,3
CCRD,540267,4
CCRD,540267,5
CKING,540320,1
CKING,540320,2
CKING,540331,1
MMDA,540331,2
SVG,540331,3
CCRD,540331,4
HMEQLC,540331,5
AUTO,540331,6
CKCRD,540331,7
CKCRD,540331,8
CKING,540344,1
SVG,540344,2
CD,540344,3
ATM,540344,4
ATM,540344,5
CKING,540377,1
MMDA,540377,2
MMDA,540377,3
CKING,540444,1
SVG,540444,2
ATM,540444,3
ATM,540444,4
CKING,540465,1
IRA,540465,2
CCRD,540465,3
CCRD,540465,4
CKING,540518,1
SVG,540518,2
SVG,540518,3
CKING,540730,1
ATM,540730,2
ATM,540730,3
CKING,540743,1
CKING,540743,2
CKING,540901,1
ATM,540901,2
ATM,540901,3
CKING,540928,1
MMDA,540928,2
CD,540928,3
IRA,540928,4
IRA,540928,5
CKING,541121,1
MMDA,541121,2
ATM,541121,3
ATM,541121,4
CKING,541138,1
SVG,541138,2
ATM,541138,3
HMEQLC,541138,4
HMEQLC,541138,5
CKING,541215,1
SVG,541215,2
ATM,541215,3
ATM,541215,4
CKING,541274,1
MMDA,541274,2
CCRD,541274,3
CCRD,541274,4
CKING,541378,1
ATM,541378,2
HMEQLC,541378,3
AUTO,541378,4
AUTO,541378,5
CKING,541421,1
SVG,541421,2
CD,541421,3
CD,541421,4
CD,541478,1
CD,541478,2
CKING,541590,1
SVG,541590,2
ATM,541590,3
ATM,541590,4
SVG,541609,1
SVG,541609,2
CKING,541657,1
SVG,541657,2
ATM,541657,3
HMEQLC,541657,4
MTG,541657,5
AUTO,541657,6
AUTO,541657,7
CKING,541693,1
SVG,541693,2
CD,541693,3
IRA,541693,4
HMEQLC,541693,5
PLOAN,541693,6
PLOAN,541693,7
CKING,541709,1
SVG,541709,2
ATM,541709,3
CCRD,541709,4
MTG,541709,5
MTG,541709,6
CKING,541730,1
ATM,541730,2
CCRD,541730,3
CCRD,541730,4
CKING,541875,1
SVG,541875,2
SVG,541875,3
CKING,542143,1
SVG,542143,2
ATM,542143,3
HMEQLC,542143,4
HMEQLC,542143,5
CKING,542144,1
SVG,542144,2
ATM,542144,3
HMEQLC,542144,4
MTG,542144,5
MTG,542144,6
SVG,542149,1
SVG,542149,2
CKING,542173,1
SVG,542173,2
ATM,542173,3
AUTO,542173,4
AUTO,542173,5
CKING,542254,1
SVG,542254,2
CKCRD,542254,3
CKCRD,542254,4
CKING,542338,1
SVG,542338,2
CD,542338,3
MTG,542338,4
MTG,542338,5
CD,542378,1
CD,542378,2
CKING,542415,1
CKCRD,542415,2
CKCRD,542415,3
CKING,542458,1
SVG,542458,2
CD,542458,3
ATM,542458,4
ATM,542458,5
SVG,542477,1
SVG,542477,2
CKING,542483,1
MMDA,542483,2
SVG,542483,3
CD,542483,4
TRUST,542483,5
TRUST,542483,6
CKING,542532,1
MMDA,542532,2
SVG,542532,3
ATM,542532,4
ATM,542532,5
CKING,542549,1
IRA,542549,2
ATM,542549,3
ATM,542549,4
CKING,542567,1
SVG,542567,2
ATM,542567,3
MTG,542567,4
MTG,542567,5
CKING,542789,1
CD,542789,2
ATM,542789,3
HMEQLC,542789,4
MTG,542789,5
MTG,542789,6
CKING,542866,1
MMDA,542866,2
MMDA,542866,3
CKING,542955,1
MMDA,542955,2
SVG,542955,3
SVG,542955,4
CKING,542972,1
SVG,542972,2
CD,542972,3
CD,542972,4
CCRD,542976,1
CCRD,542976,2
CKING,542984,1
CD,542984,2
CD,542984,3
CKING,542995,1
CD,542995,2
CD,542995,3
CKING,543037,1
SVG,543037,2
ATM,543037,3
CCRD,543037,4
HMEQLC,543037,5
HMEQLC,543037,6
CKING,543410,1
SVG,543410,2
CCRD,543410,3
CCRD,543410,4
SVG,543432,1
SVG,543432,2
CKING,543520,1
SVG,543520,2
ATM,543520,3
PLOAN,543520,4
PLOAN,543520,5
CKING,543563,1
ATM,543563,2
MTG,543563,3
MTG,543563,4
CKING,543729,1
SVG,543729,2
ATM,543729,3
HMEQLC,543729,4
HMEQLC,543729,5
CKING,543730,1
CCRD,543730,2
MTG,543730,3
CKCRD,543730,4
CKCRD,543730,5
CKING,544056,1
MMDA,544056,2
SVG,544056,3
TRUST,544056,4
TRUST,544056,5
SVG,544059,1
CD,544059,2
CD,544059,3
CKING,544072,1
MMDA,544072,2
SVG,544072,3
IRA,544072,4
CCRD,544072,5
HMEQLC,544072,6
TRUST,544072,7
CKCRD,544072,8
CKCRD,544072,9
CKING,544085,1
HMEQLC,544085,2
HMEQLC,544085,3
CKING,544130,1
SVG,544130,2
CKCRD,544130,3
CKCRD,544130,4
CCRD,544132,1
CCRD,544132,2
CKING,544221,1
CD,544221,2
ATM,544221,3
ATM,544221,4
CKING,544258,1
CD,544258,2
CD,544258,3
CD,544293,1
CD,544293,2
CKING,544294,1
MMDA,544294,2
IRA,544294,3
IRA,544294,4
CKING,544380,1
SVG,544380,2
SVG,544380,3
CKING,544397,1
SVG,544397,2
CD,544397,3
ATM,544397,4
HMEQLC,544397,5
HMEQLC,544397,6
CKING,544415,1
SVG,544415,2
IRA,544415,3
ATM,544415,4
CCRD,544415,5
MTG,544415,6
PLOAN,544415,7
AUTO,544415,8
AUTO,544415,9
SVG,544469,1
SVG,544469,2
CKING,544529,1
ATM,544529,2
MTG,544529,3
MTG,544529,4
CKING,544546,1
ATM,544546,2
ATM,544546,3
CKING,544582,1
SVG,544582,2
ATM,544582,3
MTG,544582,4
MTG,544582,5
CKING,544671,1
SVG,544671,2
SVG,544671,3
CKING,544689,1
SVG,544689,2
ATM,544689,3
ATM,544689,4
CKING,544817,1
CD,544817,2
CD,544817,3
CKING,544874,1
MMDA,544874,2
SVG,544874,3
CD,544874,4
ATM,544874,5
ATM,544874,6
CKING,544930,1
SVG,544930,2
CD,544930,3
CCRD,544930,4
HMEQLC,544930,5
MTG,544930,6
AUTO,544930,7
CKCRD,544930,8
CKCRD,544930,9
CKING,544941,1
MMDA,544941,2
SVG,544941,3
CD,544941,4
CD,544941,5
CKING,545007,1
SVG,545007,2
ATM,545007,3
AUTO,545007,4
AUTO,545007,5
CKING,545010,1
SVG,545010,2
CD,545010,3
CD,545010,4
ATM,545115,1
ATM,545115,2
MMDA,545158,1
AUTO,545158,2
AUTO,545158,3
CKING,545321,1
SVG,545321,2
CKCRD,545321,3
CKCRD,545321,4
CKING,545335,1
CD,545335,2
ATM,545335,3
CCRD,545335,4
