"","ID","Prod","Quant","Val","Insp"
"6587","v683","p1125",2266,32000,"ok"
"6588","v1332","p1125",1057,15220,"ok"
"6589","v1290","p1125",186,2510,"ok"
"6590","v1290","p1125",111,1210,"ok"
"6591","v1","p1125",283,4495,"ok"
"6592","v1210","p1125",126,1305,"ok"
"6593","v1210","p1125",461,3780,"ok"
"6594","v1026","p1125",157,2305,"ok"
"6595","v1034","p1125",100,1090,"ok"
"6596","v1333","p1125",238,4455,"ok"
"6597","v1107","p1125",116,1275,"ok"
"6598","v1334","p1125",111,1580,"ok"
"6599","v1160","p1125",137,1315,"ok"
"6600","v1335","p1125",101,1280,"ok"
"6601","v1336","p1125",1766,19300,"ok"
"6602","v1187","p1125",141,1255,"ok"
"6603","v1172","p1125",156,1245,"ok"
"6604","v1337","p1125",125,2585,"ok"
"6605","v212","p1125",103,1750,"ok"
"6606","v1161","p1125",241,1940,"ok"
"6607","v1338","p1125",105,1185,"ok"
"6608","v27","p1125",105,1290,"ok"
"6609","v1339","p1125",105,1280,"ok"
"6610","v977","p1125",133,2050,"ok"
"6611","v39","p1125",125,1455,"ok"
"6612","v39","p1125",315,4155,"ok"
"6613","v1130","p1125",6704,30480,"ok"
"6614","v1130","p1125",3214,12180,"ok"
"6615","v1340","p1125",461,10925,"ok"
"6616","v1341","p1125",301,2175,"ok"
"6617","v1342","p1125",271,4305,"ok"
"6618","v1343","p1125",1552,6165,"ok"
"6619","v1284","p1125",455,9535,"ok"
"6620","v1189","p1125",120,1095,"ok"
"6621","v1122","p1125",120,1200,"ok"
"6622","v1344","p1125",184,1715,"ok"
"6623","v455","p1125",259,3215,"ok"
"6624","v709","p1125",NA,NA,"ok"
"6625","v764","p1125",101,1835,"ok"
"6626","v1345","p1125",110,1660,"ok"
"6627","v1346","p1125",126,2290,"ok"
"6628","v1198","p1125",2288,6445,"ok"
"6629","v1070","p1125",2887,57225,"ok"
"6630","v661","p1125",261,2275,"ok"
"6631","v539","p1125",102,1170,"ok"
"6632","v1288","p1125",166,4395,"ok"
"6633","v1347","p1125",200,1775,"ok"
"6634","v803","p1125",141,4060,"ok"
"6635","v1139","p1125",122,1220,"ok"
"6636","v805","p1125",104,1295,"ok"
"6637","v515","p1125",NA,1070,"ok"
"6638","v1300","p1125",125,2195,"ok"
"6639","v154","p1125",211,9835,"ok"
"6640","v1348","p1125",648,7880,"ok"
"6641","v1039","p1125",570,6295,"ok"
"6642","v1039","p1125",111,2505,"ok"
"6643","v1349","p1125",103,1080,"ok"
"6644","v349","p1125",101,1220,"ok"
"6645","v349","p1125",122,1700,"ok"
"6646","v1059","p1125",305,3150,"ok"
"6647","v15","p1125",101,1180,"ok"
"6648","v1243","p1125",183,1610,"ok"
"6649","v1243","p1125",127,1070,"ok"
"6650","v1243","p1125",122,1200,"ok"
"6651","v1149","p1125",101,1020,"ok"
"6652","v1336","p1125",127,1675,"ok"
"6653","v8","p1125",101,1025,"ok"
"6654","v955","p1125",190,3350,"ok"
"6655","v955","p1125",190,3350,"ok"
"6656","v1350","p1125",101,1205,"ok"
"6657","v1350","p1125",100,1115,"ok"
"6658","v1350","p1125",170,2335,"ok"
"6659","v749","p1125",193,2005,"ok"
"6660","v933","p1125",238,15180,"ok"
"6661","v1191","p1125",1051,4655,"ok"
"6662","v1040","p1125",660,2100,"ok"
"6663","v1351","p1125",184,1675,"ok"
"6664","v846","p1125",636,4015,"ok"
"6665","v846","p1125",115,2070,"ok"
"6666","v593","p1125",140,1890,"ok"
"6667","v148","p1125",766,7900,"ok"
"6668","v1275","p1125",183,2950,"ok"
"6669","v621","p1125",145,9015,"ok"
"6670","v621","p1125",133,3765,"ok"
"6671","v1336","p1125",211,2195,"ok"
"6672","v1111","p1125",193,2245,"ok"
"6673","v1111","p1125",313,4195,"ok"
"6674","v1111","p1125",298,4390,"ok"
"6675","v1033","p1125",431,6085,"ok"
"6676","v1352","p1125",123,2890,"ok"
"6677","v553","p1125",165,2405,"ok"
"6678","v1098","p1125",124,2085,"ok"
"6679","v1041","p1125",147,2105,"ok"
"6680","v1353","p1125",234,2485,"ok"
"6681","v672","p1125",4383,28435,"ok"
"6682","v1313","p1125",247,2525,"ok"
"6683","v1091","p1125",103,1185,"ok"
"6684","v1204","p1125",3604,20130,"ok"
"6685","v1204","p1125",1026,6620,"ok"
"6686","v539","p1125",633,9505,"ok"
"6687","v539","p1125",1181,9540,"ok"
"6688","v1297","p1125",102,1155,"ok"
"6689","v1354","p1125",377,6670,"ok"
"6690","v913","p1125",224,1375,"ok"
"6691","v1355","p1125",101,1425,"ok"
"6692","v1356","p1125",176,2205,"ok"
"6693","v1356","p1125",106,1210,"ok"
"6694","v1027","p1125",2272,7580,"ok"
"6695","v639","p1125",381,8195,"ok"
"6696","v1357","p1125",226,1875,"ok"
"6697","v1358","p1125",194,2420,"ok"
"6698","v600","p1125",127,3425,"ok"
"6699","v656","p1125",305,4685,"ok"
"6700","v982","p1125",117,1815,"ok"
"6701","v1359","p1125",163,1640,"ok"
"6702","v1360","p1125",112,1730,"ok"
"6703","v1361","p1125",488,1205,"ok"
"6704","v1224","p1125",722,7435,"ok"
"6705","v152","p1125",203,4090,"ok"
"6706","v1362","p1125",106,1185,"ok"
"6707","v1363","p1125",3851,5130,"ok"
"6708","v1364","p1125",213,2595,"ok"
"6709","v1365","p1125",101,1545,"ok"
"6710","v1366","p1125",238,2540,"ok"
"6711","v1322","p1125",102,1110,"ok"
"6712","v1367","p1125",111,1265,"ok"
"6713","v1323","p1125",945,27625,"ok"
"6714","v1368","p1125",114,1870,"ok"
"6715","v1368","p1125",117,1895,"ok"
"6716","v1368","p1125",110,1245,"ok"
"6717","v844","p1125",115,5910,"ok"
"6718","v1369","p1125",183,6510,"ok"
"6719","v972","p1125",133,4700,"ok"
"6720","v1370","p1125",101,1040,"ok"
"6721","v1371","p1125",440,3605,"ok"
"6722","v1372","p1125",116,1720,"ok"
"6723","v976","p1125",1322,7590,"ok"
"6724","v554","p1125",138,1890,"ok"
"6725","v554","p1125",44000,1965,"fraud"
"6726","v554","p1125",117,1355,"ok"
"6727","v554","p1125",173,2605,"ok"
"6728","v369","p1125",143,1510,"ok"
"6729","v1303","p1125",100,1045,"ok"
"6730","v882","p1125",268,3050,"ok"
"6731","v882","p1125",110,1200,"ok"
"6732","v683","p1125",488,11000,"ok"
"6733","v837","p1125",100,1100,"ok"
"6734","v1277","p1125",110,1335,"ok"
"6735","v1026","p1125",100,1005,"ok"
"6736","v234","p1125",211,2580,"ok"
"6737","v684","p1125",101,1600,"ok"
"6738","v896","p1125",327,8315,"ok"
"6817","v356","p1131",184446,271620,"ok"
"6850","v151","p1140",100,1085,"ok"
"6854","v525","p1140",105,1235,"ok"
"6863","v356","p1144",132113,352165,"ok"
"6926","v1154","p1149",34927,8145,"fraud"
"6933","v431","p1151",102,1155,"ok"
"6934","v370","p1151",105,1140,"ok"
"6936","v769","p1151",101,1040,"ok"
"6948","v1393","p1151",132,88675,"fraud"
"6968","v1433","p1151",105,1075,"ok"
"7016","v431","p1158",100,1050,"ok"
"7025","v979","p1160",101,1200,"ok"
"7084","v1456","p1166",28971,157795,"ok"
"7102","v1454","p1168",33013,170300,"ok"
"7236","v431","p1194",100,1040,"ok"
"7240","v1009","p1194",111,1050,"ok"
"7248","v1473","p1194",100,1060,"ok"
"7298","v1282","p1199",101,1025,"ok"
"7310","v1482","p1199",10208,7445,"fraud"
"7377","v1098","p1212",2004,27350,"ok"
"7378","v1090","p1212",1500,37715,"ok"
"7379","v796","p1212",132,1450,"ok"
"7380","v654","p1212",15996,347120,"ok"
"7381","v654","p1212",1075,3765,"ok"
"7382","v1505","p1212",662,8490,"ok"
"7383","v1506","p1212",157,1740,"ok"
"7384","v1507","p1212",2918,33260,"ok"
"7385","v773","p1212",377,4580,"ok"
"7386","v1392","p1212",1233,14380,"ok"
"7387","v655","p1212",1808,21490,"ok"
"7388","v655","p1212",1316,15665,"ok"
"7389","v1508","p1212",162,4185,"ok"
"7390","v1509","p1212",101,1090,"ok"
"7391","v1509","p1212",211,5845,"ok"
"7392","v1509","p1212",196,12975,"ok"
"7393","v1510","p1212",332,3735,"ok"
"7394","v1511","p1212",106,1170,"ok"
"7395","v1512","p1212",1091,12025,"ok"
"7396","v1396","p1212",6034,69900,"ok"
"7397","v1513","p1212",682,8345,"ok"
"7398","v1514","p1212",140,3725,"ok"
"7399","v1367","p1212",1858,26395,"ok"
"7400","v1369","p1212",385,5025,"ok"
"7401","v1401","p1212",538,7050,"ok"
"7402","v1515","p1212",887,11825,"ok"
"7403","v1516","p1212",779,10175,"ok"
"7404","v1516","p1212",378,4555,"ok"
"7405","v1500","p1212",670,8775,"ok"
"7406","v1087","p1212",2996,36935,"ok"
"7407","v1517","p1212",943,11100,"ok"
"7408","v827","p1212",101,1010,"ok"
"7409","v827","p1212",104,1105,"ok"
"7410","v636","p1212",208,2385,"ok"
"7411","v1518","p1212",588,5660,"ok"
"7412","v1420","p1212",1776,22120,"ok"
"7413","v1393","p1212",162,1945,"ok"
"7414","v1393","p1212",9591,126335,"ok"
"7415","v1519","p1212",1151,63620,"ok"
"7416","v1520","p1212",1290,17460,"ok"
"7417","v1520","p1212",161,1705,"ok"
"7418","v1521","p1212",671,8700,"ok"
"7419","v1100","p1212",11342,130190,"ok"
"7420","v1430","p1212",387,5055,"ok"
"7421","v1430","p1212",465,1540,"ok"
"7422","v1421","p1212",1018,13400,"ok"
"7423","v1431","p1212",951,11725,"ok"
"7424","v1522","p1212",680,8315,"ok"
"7425","v961","p1212",1198,14585,"ok"
"7426","v1433","p1212",1532,22320,"ok"
"7427","v1433","p1212",1889,24960,"ok"
"7428","v1523","p1212",681,7335,"ok"
"7429","v1346","p1212",1409,18985,"ok"
"7430","v992","p1212",1220,17860,"ok"
"7431","v1509","p1212",138,1565,"ok"
"7432","v1509","p1212",186,4770,"ok"
"7433","v1511","p1212",738,12460,"ok"
"7434","v1511","p1212",133,3275,"ok"
"7435","v1514","p1212",102,1120,"ok"
"7436","v1514","p1212",158,2545,"ok"
"7437","v1323","p1212",4013,55655,"ok"
"7444","v1524","p1213",108,1120,"ok"
"7453","v773","p1213",101,1115,"ok"
"7459","v1518","p1213",104,1130,"ok"
"7466","v1533","p1213",100,1040,"ok"
"7473","v1537","p1213",133,1220,"ok"
"7494","v1356","p1214",106,1220,"ok"
"7502","v662","p1214",15372,790640,"ok"
"7507","v988","p1214",4901,360720,"ok"
"7559","v1560","p1214",101,1140,"ok"
"7568","v1532","p1214",105,1165,"ok"
"7589","v1092","p1214",103,1075,"ok"
"7590","v775","p1214",101,1150,"ok"
"7595","v1574","p1214",100,1035,"ok"
"7600","v1374","p1214",105,1205,"ok"
"7612","v1581","p1215",105,1180,"ok"
"7619","v1584","p1215",116,1140,"ok"
"7656","v1581","p1215",103,1265,"ok"
"7662","v1553","p1215",105,1240,"ok"
"7663","v1553","p1215",101,1090,"ok"
"7677","v773","p1215",101,1085,"ok"
"7688","v1426","p1215",105,1235,"ok"
"7693","v1516","p1215",106,1320,"ok"
"7694","v1516","p1215",105,1260,"ok"
"7707","v1559","p1215",102,1270,"ok"
"7708","v1393","p1215",115,1225,"ok"
"7720","v1606","p1215",104,1185,"ok"
"7737","v1609","p1215",107,1105,"ok"
"7756","v1559","p1215",106,1265,"ok"
"7760","v1394","p1215",105,1090,"ok"
"7764","v1416","p1215",104,1150,"ok"
"7846","v1550","p1221",2590,65730,"ok"
"7857","v1548","p1221",20841,342130,"ok"
"7858","v1548","p1221",4298,92435,"ok"
"7860","v662","p1221",4999,225295,"ok"
"7861","v663","p1221",2754,84475,"ok"
"7864","v664","p1221",1131,77030,"ok"
"7868","v596","p1221",3667,89455,"ok"
"7876","v1634","p1221",2816,64365,"ok"
"7892","v1571","p1225",101,1040,"ok"
"7908","v1516","p1225",103,1175,"ok"
"7912","v1280","p1225",105,1115,"ok"
"7923","v1642","p1225",106,1115,"ok"
"7933","v1497","p1225",107,1075,"ok"
"7987","v935","p1228",16180,49085,"ok"
"7995","v1358","p1228",102,1080,"ok"
"8108","v431","p1242",102,2470,"ok"
"8109","v1679","p1242",100,1110,"ok"
"8110","v1679","p1242",100,1440,"ok"
"8111","v1672","p1242",122,5895,"ok"
"8112","v1700","p1242",109,2550,"ok"
"8113","v1423","p1242",102,1170,"ok"
"8114","v1238","p1242",120,2060,"ok"
"8115","v1661","p1242",112,1875,"ok"
"8116","v1659","p1242",150,11500,"ok"
"8117","v1701","p1242",100,1025,"ok"
"8124","v1679","p1244",5061,1415,"fraud"
"8160","v29","p1251",1078,9035,"ok"
"8164","v1689","p1251",255,9045,"ok"
"8183","v1665","p1251",2088,21080,"ok"
"8240","v1664","p1258",102,2000,"ok"
"8241","v1276","p1258",193,3780,"ok"
"8242","v1243","p1258",161,1195,"ok"
"8243","v1698","p1258",103,1225,"ok"
"8244","v1698","p1258",118,1590,"ok"
"8245","v1715","p1258",100,1295,"ok"
"8246","v1733","p1258",103,1080,"ok"
"8247","v29","p1258",107,1310,"ok"
"8248","v1688","p1258",105,1210,"ok"
"8249","v1668","p1258",103,1205,"ok"
"8250","v431","p1258",101,1100,"ok"
"8251","v1139","p1258",110,1430,"ok"
"8252","v1676","p1258",100,1420,"ok"
"8253","v1675","p1258",102,2090,"ok"
"8254","v1677","p1258",100,1325,"ok"
"8255","v1143","p1258",107,2560,"ok"
"8256","v1709","p1258",281,18770,"ok"
"8257","v1243","p1258",894,27430,"ok"
"8258","v1679","p1258",103155,35435,"fraud"
"8259","v1715","p1258",103,2530,"ok"
"8260","v1161","p1258",502,13350,"ok"
"8261","v1716","p1258",101,1405,"ok"
"8262","v1719","p1258",101,2025,"ok"
"8263","v1734","p1258",102,1820,"ok"
"8264","v1709","p1258",127,5360,"ok"
"8265","v1252","p1258",101,1990,"ok"
"8266","v1252","p1258",NA,1245,"ok"
"8267","v1679","p1258",111,4010,"ok"
"8268","v1679","p1258",102,2135,"ok"
"8269","v1162","p1258",103,1200,"ok"
"8270","v1701","p1258",166,6610,"ok"
"8271","v1680","p1258",449,33825,"ok"
"8272","v1735","p1258",105,1660,"ok"
"8273","v1732","p1258",100,1020,"ok"
"8274","v1691","p1258",NA,1085,"ok"
"8275","v1692","p1258",107,2195,"ok"
"8276","v1693","p1258",101,1230,"ok"
"8277","v1672","p1258",245,18635,"ok"
"8278","v1724","p1258",100,1135,"ok"
"8279","v1703","p1258",101,1325,"ok"
"8280","v1694","p1258",112,3705,"ok"
"8281","v1695","p1258",102,1605,"ok"
"8282","v1039","p1258",227,5875,"ok"
"8283","v1243","p1258",688,15675,"ok"
"8284","v1736","p1258",NA,1040,"ok"
"8285","v1191","p1258",108,1255,"ok"
"8286","v1702","p1258",101,1115,"ok"
"8287","v54","p1258",120,2940,"ok"
"8288","v1696","p1258",102,1300,"ok"
"8289","v1717","p1258",112,3100,"ok"
"8290","v1737","p1258",107,2075,"ok"
"8291","v1258","p1258",100,1145,"ok"
"8292","v1666","p1258",103,1540,"ok"
"8293","v1673","p1258",137,5040,"ok"
"8294","v1697","p1258",108,2100,"ok"
"8295","v1701","p1258",100,1020,"ok"
"8296","v1085","p1258",NA,1010,"ok"
"8297","v1194","p1259",101,1015,"ok"
"8298","v1668","p1259",106,1570,"ok"
"8299","v431","p1259",NA,1040,"ok"
"8300","v747","p1259",104,1770,"ok"
"8301","v1680","p1259",143,3895,"ok"
"8302","v1724","p1259",NA,1115,"ok"
"8303","v1542","p1259",106,1195,"ok"
"8304","v1738","p1259",111,2540,"ok"
"8305","v1668","p1259",111,1240,"ok"
"8306","v1195","p1259",100,1070,"ok"
"8307","v1259","p1259",101,1135,"ok"
"8343","v1372","p1264",100,1100,"ok"
"8379","v1750","p1272",3261,1655,"ok"
"8381","v1756","p1272",232820,73195,"ok"
"8485","v460","p1292",106,1100,"ok"
"8487","v1786","p1293",117,1270,"ok"
"8494","v982","p1293",14498,76435,"ok"
"8520","v1788","p1299",443006,208830,"ok"
"8521","v1789","p1299",421450,282575,"ok"
"8553","v686","p1303",1711,3045,"ok"
"8603","v1804","p1316",55699,292590,"ok"
"8660","v1817","p1327",988,9390,"ok"
"8668","v169","p1327",1488,21100,"ok"
"8683","v982","p1327",10080,27890,"ok"
"8685","v982","p1327",9212,17530,"ok"
"8693","v1820","p1328",32921,261995,"ok"
"8695","v963","p1328",67023,340525,"ok"
"8696","v1821","p1328",52336,226635,"ok"
"8703","v1825","p1328",41211,264495,"ok"
"8707","v1829","p1328",55877,251355,"ok"
"8725","v1841","p1330",22594,128725,"ok"
"8726","v1842","p1330",38106,209200,"ok"
"8781","v789","p1341",34781,55625,"ok"
"8846","v1861","p1361",184775,128635,"ok"
"8856","v1867","p1365",82818,37755,"ok"
"8860","v1868","p1367",315851,154150,"ok"
"8861","v1868","p1367",537552,270395,"ok"
"8919","v672","p1380",228318,349990,"ok"
"8925","v1144","p1381",100,1025,"ok"
"8926","v1151","p1381",102,1045,"ok"
"8927","v1156","p1381",101,1030,"ok"
"8928","v1158","p1381",104,1155,"ok"
"8963","v1887","p1386",13422,29175,"ok"
"8977","v1896","p1390",1207,2160,"ok"
"9055","v777","p1397",119,1065,"ok"
"9062","v1146","p1398",126,1020,"ok"
"9073","v986","p1398",106,1035,"ok"
"9081","v672","p1398",46361,75010,"ok"
"9082","v1052","p1398",11347,74435,"ok"
"9086","v406","p1398",117,1075,"ok"
"9111","v731","p1405",NA,3520,"fraud"
"9112","v1912","p1405",12155,15115,"ok"
"9113","v1097","p1405",415,2745,"ok"
"9114","v1913","p1405",118,3515,"ok"
"9115","v672","p1405",432,4805,"ok"
"9116","v1032","p1405",536,6050,"ok"
"9117","v10","p1405",103,1090,"ok"
"9129","v364","p1408",62615,19075,"ok"
"9140","v54","p1410",274177,42040,"fraud"
"9153","v1918","p1412",1107,13140,"ok"
"9162","v510","p1413",3955,31950,"ok"
"9232","v662","p1421",12135,48260,"ok"
"9262","v1921","p1424",1822,28410,"ok"
"9272","v242","p1424",3635,18260,"ok"
"9342","v1932","p1436",263,7795,"ok"
"9343","v1055","p1436",133,1545,"ok"
"9344","v1039","p1436",103,1040,"ok"
"9345","v796","p1436",101,1010,"ok"
"9346","v796","p1436",100,NA,"ok"
"9347","v1136","p1436",103,1280,"ok"
"9348","v1168","p1436",101,1020,"ok"
"9349","v1933","p1436",68123,421915,"ok"
"9350","v818","p1436",113,1545,"ok"
"9351","v1282","p1436",102,1025,"ok"
"9352","v356","p1436",936,2510,"ok"
"9353","v1175","p1436",105,1415,"ok"
"9354","v426","p1436",103,2200,"ok"
"9355","v1207","p1436",102,1005,"ok"
"9356","v1650","p1436",101,1255,"ok"
"9357","v431","p1436",NA,1010,"ok"
"9358","v431","p1436",NA,1005,"ok"
"9359","v1138","p1436",101,1050,"ok"
"9360","v432","p1436",117,2255,"ok"
"9361","v1140","p1436",101,1010,"ok"
"9362","v747","p1436",103,1250,"ok"
"9363","v1109","p1436",127,1015,"ok"
"9364","v1146","p1436",102,1055,"ok"
"9365","v774","p1436",100,1080,"ok"
"9366","v1149","p1436",101,1070,"ok"
"9367","v777","p1436",101,1030,"ok"
"9368","v529","p1436",195,2875,"ok"
"9369","v1172","p1436",100,1005,"ok"
"9370","v1152","p1436",100,1095,"ok"
"9371","v1165","p1436",104,1230,"ok"
"9372","v1154","p1436",2723,1160,"ok"
"9373","v1156","p1436",101,1020,"ok"
"9374","v22","p1436",103,1025,"ok"
"9375","v1158","p1436",100,1025,"ok"
"9376","v1158","p1436",NA,1005,"ok"
"9377","v701","p1436",148,2525,"ok"
"9378","v19","p1436",145,2640,"ok"
"9379","v23","p1436",140,3165,"ok"
"9380","v596","p1436",447,4960,"ok"
"9381","v630","p1436",NA,1080,"ok"
"9382","v774","p1436",113,1535,"ok"
"9383","v774","p1436",106,5085,"ok"
"9384","v1210","p1436",161,1565,"ok"
"9385","v1210","p1436",133,1085,"ok"
"9386","v1344","p1436",134,1715,"ok"
"9387","v1213","p1436",170,3320,"ok"
"9388","v14","p1436",122,1095,"ok"
"9389","v1934","p1436",186,3505,"ok"
"9390","v1149","p1436",101,1100,"ok"
"9391","v1149","p1436",100,1020,"ok"
"9392","v1935","p1436",106,1850,"ok"
"9393","v900","p1436",106,1690,"ok"
"9394","v795","p1436",116,3695,"ok"
"9395","v1258","p1436",163,2475,"ok"
"9396","v955","p1436",303,6900,"ok"
"9397","v10","p1436",108,1505,"ok"
"9398","v1936","p1436",106,1255,"ok"
"9399","v305","p1436",2985,10145,"ok"
"9400","v739","p1436",251,3255,"ok"
"9401","v14","p1436",100,1230,"ok"
"9402","v1043","p1436",101,1135,"ok"
"9403","v333","p1436",125,1255,"ok"
"9404","v1937","p1437",104,1625,"ok"
"9405","v1938","p1437",173,4750,"ok"
"9406","v1166","p1437",101,1015,"ok"
"9407","v1571","p1437",103,1095,"ok"
"9408","v1184","p1437",102,1075,"ok"
"9409","v1288","p1437",101,1170,"ok"
"9410","v1939","p1437",NA,1055,"ok"
"9411","v1055","p1437",207,1730,"ok"
"9412","v1039","p1437",106,1215,"ok"
"9413","v1940","p1437",101,1500,"ok"
"9414","v1326","p1437",102,2220,"ok"
"9415","v1146","p1437",107,1160,"ok"
"9416","v1136","p1437",107,1155,"ok"
"9417","v1168","p1437",103,1190,"ok"
"9418","v1941","p1437",102,1125,"ok"
"9419","v1942","p1437",102,1180,"ok"
"9420","v1169","p1437",100,1290,"ok"
"9421","v1943","p1437",102,1515,"ok"
"9422","v1276","p1437",140,3090,"ok"
"9423","v1171","p1437",102,1080,"ok"
"9424","v1243","p1437",100,1150,"ok"
"9425","v1205","p1437",363,12425,"ok"
"9426","v1137","p1437",587,11365,"ok"
"9427","v1944","p1437",100,1030,"ok"
"9428","v1743","p1437",127,5485,"ok"
"9429","v1173","p1437",115,1265,"ok"
"9430","v818","p1437",100,1005,"ok"
"9431","v1945","p1437",NA,1025,"ok"
"9432","v977","p1437",113,1235,"ok"
"9433","v1241","p1437",108,1340,"ok"
"9434","v1175","p1437",105,1215,"ok"
"9435","v1946","p1437",112,1090,"ok"
"9436","v1947","p1437",166,1550,"ok"
"9437","v1206","p1437",100,1035,"ok"
"9438","v1744","p1437",110,3535,"ok"
"9439","v1361","p1437",101,1010,"ok"
"9440","v250","p1437",9100,70630,"ok"
"9441","v250","p1437",766,6585,"ok"
"9442","v250","p1437",5433,57205,"ok"
"9443","v1948","p1437",152,5035,"ok"
"9444","v1176","p1437",101,1060,"ok"
"9445","v1176","p1437",109,1070,"ok"
"9446","v1949","p1437",111,1965,"ok"
"9447","v1208","p1437",107,1490,"ok"
"9448","v1207","p1437",102,1025,"ok"
"9449","v1138","p1437",112,1145,"ok"
"9450","v1298","p1437",183,1260,"ok"
"9451","v12","p1437",137,2005,"ok"
"9452","v1139","p1437",125,1470,"ok"
"9453","v1139","p1437",103,1255,"ok"
"9454","v1140","p1437",102,1305,"ok"
"9455","v1950","p1437",102,1055,"ok"
"9456","v1141","p1437",106,1190,"ok"
"9457","v1141","p1437",101,1020,"ok"
"9458","v1142","p1437",103,1150,"ok"
"9459","v1143","p1437",101,1095,"ok"
"9460","v1143","p1437",NA,1015,"ok"
"9461","v1144","p1437",100,1075,"ok"
"9462","v1178","p1437",122,1530,"ok"
"9463","v1951","p1437",101,1115,"ok"
"9464","v747","p1437",248,6590,"ok"
"9465","v747","p1437",103,1225,"ok"
"9466","v1301","p1437",136,2100,"ok"
"9467","v1247","p1437",111,3250,"ok"
"9468","v1109","p1437",127,1705,"ok"
"9469","v1146","p1437",151,1785,"ok"
"9470","v1146","p1437",103,1030,"ok"
"9471","v1952","p1437",104,1195,"ok"
"9472","v1147","p1437",108,1240,"ok"
"9473","v1148","p1437",101,1030,"ok"
"9474","v663","p1437",159,4465,"ok"
"9475","v1043","p1437",106,NA,"ok"
"9476","v1412","p1437",111,1500,"ok"
"9477","v1149","p1437",163,1465,"ok"
"9478","v1179","p1437",104,1195,"ok"
"9479","v1150","p1437",102,1130,"ok"
"9480","v777","p1437",103,1285,"ok"
"9481","v1172","p1437",102,1305,"ok"
"9482","v1152","p1437",105,1210,"ok"
"9483","v1152","p1437",NA,1015,"ok"
"9484","v1161","p1437",160,2125,"ok"
"9485","v1153","p1437",120,2030,"ok"
"9486","v1154","p1437",2175,5320,"ok"
